Entry,Spoken,IPA,Written,Script (Text),Script (Image),Mandarin,English
2194,tetendum,tɯtɯndum,tatandumbi,ᡨᠠᡨᠠᠨᡩᡠᠮᠪᡳ,2194,拉,to pull
2195,teva,tɯva,tuba ,ᡨᡠᠪᠠ,2195,那里,there
2196,tevelem,tɯvɯlɯm,tefulembi,ᡨᡝᡶᡠᠯᡝᠮᠪᡳ,2196,踩马镫,to rise on a stirrup
2197,tevem,tɯvɯm,tebumbi,ᡨᡝᠪᡠᠮᠪᡳ,2197,栽,"(causative form of tem (=tembi)) to grow, to plant"
2198,teven,tɯvɯn,tefun,ᡨᡝᡶᡠᠨ,2198,马镫,stirrup
2199,tikecem,tikɯʈʂɯm,tukiyecembi,ᡨᡠᡴᡳᠶᡝᠴᡝᠮᠪᡳ,2199,"赞扬, 抬, 举","to praise, to lift up"
2200,tikem,tikɯm,tukiyembi,ᡨᡠᡴᡳᠶᡝᠮᠪᡳ,2200,"抬, 举","to lift up, to raise"
2201,tikem giserem,tikɯm ɡisɯrɯm,tukiyeme gisurembi,ᡨᡠᡴᡳᠶᡝᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,2201,敬赞,to speak respectfully toward
2202,tikex gev,tikɯx ɡɯv,tukiyehe gebu,ᡨᡠᡴᡳᠶᡝᡥᡝ ᡤᡝᠪᡠ,2202,敬称,honorific title
2203,tikeXem,tikɯʂɯm,tukiyexembi,ᡨᡠᡴᡳᠶᡝᡧᡝᠮᠪᡳ,2203,赞扬,to praise
2204,tilm,tiɹm,teliyembi,ᡨᡝᠯᡳᠶᡝᠮᠪᡳ,2204,蒸,to steam
2205,tiNkelm,tiŋkɯɹm,hengkilembi,ᡥᡝᠩᡴᡳᠯᡝᠮᠪᡳ,2205,跪拜,to kowtow
2206,tirken,tirkɯn,terkin,ᡨᡝᡵᡴᡳᠨ,2206,台阶,"staircase, steps, stairs"
2207,tis,tis,tise,ᡨᡳᠰᡝ,2207,元,money
2208,tivelk,tivɯɹk,tebeliyeku,ᡨᡝᠪᡝᠯᡳᠶᡝᡴᡠ,2208,一怀,an armful
2209,tivelm,tivɯɹm,tebeliyembi,ᡨᡝᠪᡝᠯᡳᠶᡝᠮᠪᡳ,2209,抱,"to hug, to embrace, to hold in the arms"
2210,todum,tɔdum,toodambi,ᡨᠣᠣᡩᠠᠮᠪᡳ,2210,赔偿,"to pay back, to compensate"
2211,tof ,tɔf,tob,ᡨᠣᠪ,2211,正,"just, straight, upright"
2212,tofgya,tɔfɡʲa,tobgiya,ᡨᠣᠪᡤᡳᠶᠠ,2212,膝盖,knee
2213,tofwhun,tɔfʷχun,tofohon,ᡨᠣᡶᠣᡥᠣᠨ,2213,十五,15 (fifteen)
2214,tohs,tɔχs,tokso,ᡨᠣᡴᠰᠣ,2214,屯子,village
2215,tohtefx dursun,tɔχtɯfx dursun,toktobuha dursun,ᡨᠣᡴᡨᠣᠪᡠᡥᠠ ᡩᡠᡵᠰᡠᠨ,2215,规矩,"standards, customs"
2216,tohtum,tɔχtum,toktombi,ᡨᠣᡴᡨᠣᠮᠪᡳ,2216,定下,"to be decided, to be fixed"
2217,tolm,tɔɹm,tolombi,ᡨᠣᠯᠣᠮᠪᡳ,2217,数,to count
2218,tom,tɔm,tome,ᡨᠣᠮᡝ,2218,每,"every, each"
2219,toN,tɔŋ,tonggo,ᡨᠣᠩᡤᠣ,2219,线,"thread, string"
2220,ton,tɔn,ton,ᡨᠣᠨ,2220,数,number
2221,tondw,tɔndʷ,tondo,ᡨᠣᠨᡩᠣ,2221,"正, 耿直","straight, fair, honest"
2222,tono,tɔnɔ,tonio,ᡨᠣᠨᡳᠣ,2222,陀螺,spinning top
2223,toNolm,tɔŋɔɹm,tonggilambi,ᡨᠣᠩᡤᡳᠯᠠᠮᠪᡳ,2223,臂部朝上头朝下,to put one's head in their arms
2224,toNqondum,tɔŋqɔndum,tokondumbi,ᡨᠣᡴᠣᠨᡩᡠᠮᠪᡳ,2224,扎,"to poke, to prick"
2225,toNqonem,tɔŋqɔnɯm,tokonombi,ᡨᠣᡴᠣᠨᠣᠮᠪᡳ,2225,扎,"to poke, to prick"
2226,toNqoXem,tɔŋqɔʂɯm,tokoxombi,ᡨᠣᡴᠣᡧᠣᠮᠪᡳ,2226,扎,"to poke, to prick"
2227,toNqum,tɔŋqum,tokombi,ᡨᠣᡴᠣᠮᠪᡳ,2227,扎,"to poke, to prick"
2228,toom,tɔɔm,toombi,ᡨᠣᠣᠮᠪᡳ,2228,骂,"to scold, to curse at"
2229,toqtem,tɔqtɯm,toktombi,ᡨᠣᡴᡨᠣᠮᠪᡳ,2229,定下来,"to be decided, to be fixed"
2230,toqtevem,tɔqtɯvɯm,toktobumbi,ᡨᠣᡴᡨᠣᠪᡠᠮᠪᡳ,2230,议定,"(causative form of toqtem (= toktombi)) to agree upon, to decide"
2231,toro ,tɔrɔ,toro,ᡨᠣᡵᠣ,2231,桃子,peach
2232,toRolm,tɔʁɔɹm,toholombi,ᡨᠣᡥᠣᠯᠣᠮᠪᡳ,2232,扣扣子,to button up
2233,toRolun,tɔʁɔlun,toholon,ᡨᠣᡥᠣᠯᠣᠨ,2233,铅,lead
2234,torRom,tɔrʁɔm,torohombi,ᡨᠣᡵᠣᡥᠣᠮᠪᡳ,2234,缓,to slow down
2235,torRovem,tɔrʁɔvɯm,torombumbi,ᡨᠣᡵᠣᠮᠪᡠᠮᠪᡳ,2235,安慰,to comfort
2236,toRum,tɔʁum,tohombi,ᡨᠣᡥᠣᠮᠪᡳ,2236,"套马车, 鞍","(of a horse) to harness to a cart, to saddle"
2237,toRun,tɔʁun,tohon,ᡨᠣᡥᠣᠨ,2237,扣子,button
2238,tos,tɔs,toso,ᡨᠣᠰᠣ,2238,尘,dust
2239,toxan,tɔxan,tuxan,ᡨᡠᡧᠠᠨ,2239,职责,(official) duty
2240,tu ,tu,tu,ᡨᡠ,2240,军旗,military standard
2241,tuksiXwkw,tukɕiʂʷkʷ,tuksicuke,ᡨᡠᡴᠰᡳᠴᡠᡴᡝ,2241,危险,dangerous
2242,tukwsulm ,tukʷsuɹm,dushulembi,ᡩᡠᠰᡥᡠᠯᡝᠮᠪᡳ,2242,阴,to become cloudy
2243,tukwsw,tukʷsʷ,dusuhu,ᡩᡠᠰᡠᡥᡠ,2243,云,cloud
2244,tul cicim,tuɹ tɕitɕim,tule tucimbi,ᡨᡠᠯᡝ ᡨᡠᠴᡳᠮᠪᡳ,2244,上厕所,to go to the bathroom
2245,tul cicir ba,tuɹ tɕitɕir ba,tule tucire ba,ᡨᡠᠯᡝ ᡨᡠᠴᡳᡵᡝ ᠪᠠ,2245,厕所,"bathroom, toilet"
2246,tulE ba,tulə ba,tule ba,ᡨᡠᠯᡝ ᠪᠠ,2246,厕所,"toilet, bathroom"
2247,tumen,tumɯn,tumen ,ᡨᡠᠮᡝᠨ,2247,万,"10,000 (ten thousand)"
2248,tun,tun,tun,ᡨᡠᠨ,2248,岛,island
2249,tuN tuN,tuŋ tuŋ,tung tung,ᡨᡠᠩ ᡨᡠᠩ,2249,击打声,thumping sound
2250,tuNalem,tuŋalɯm,tunggalambi,ᡨᡠᠩᡤᠠᠯᠠᠮᠪᡳ,2250,相遇,"to meet, to encounter"
2251,tuNkelm,tuŋkɯɹm,tungkelembi,ᡨᡠᠩᡴᡝᠯᡝᠮᠪᡳ,2251,击鼓,to beat a drum
2252,tuNken,tuŋkɯn,tungken,ᡨᡠᠩᡴᡝᠨ,2252,太鼓,Taiko (Japanese drum)
2253,tuNun,tuŋun,tunggen,ᡨᡠᠩᡤᡝᠨ,2253,胸,"chest, bosom"
2254,tuqsan,tuqsan,tuksan,ᡨᡠᡴᠰᠠᠨ,2254,牛犊,calf (animal)
2255,tuqsim,tuqɕim,tuksimbi,ᡨᡠᡴᠰᡳᠮᠪᡳ,2255,心惊跳,"(of the heart) to throb, to pound; to be alarmed, to be afraid"
2256,tura,tura,tura,ᡨᡠᡵᠠ,2256,柱子,"post, column"
2257,turi,turi,turi,ᡨᡠᡵᡳ,2257,豆子,"bean, pea"
2258,turki,turki,turki,ᡨᡠᡵᡴᡳ,2258,土耳其,Turkey
2259,turun,turun,turun,ᡨᡠᡵᡠᠨ,2259,军旗,military flag
2260,turVun,turɣun,turgun,ᡨᡠᡵᡤᡠᠨ,2260,原因,reason
2261,tusa,tusa,tusa,ᡨᡠᠰᠠ,2261,益处,"benefit, profit, gain, advantage"
2262,tusam,tusam,tuxambi,ᡨᡠᡧᠠᠮᠪᡳ,2262,遭遇,"to encounter , to meet (misfortune)"
2263,tusaN,tusaŋ,tusangga,ᡨᡠᠰᠠᠩᡤᠠ,2263,有益的,"beneficial, profitable"
2264,tutam,tutam,tutambi,ᡨᡠᡨᠠᠮᠪᡳ,2264,留,"to stay, to remind behind"
2265,tuttw,tuttʷ,tuttu,ᡨᡠᡨᡨᡠ,2265,那样,"in that way, like that"
2266,tuvum,tuvum,tebumbi,ᡨᡝᠪᡠᠮᠪᡳ,2266,装,"to put in, to pour in; to plant"
2267,tuVum,tuɣum,tuhembi,ᡨᡠᡥᡝᠮᠪᡳ,2267,落,"to fall, to fall down, (of the sun) to set"
2268,tuVum,tuɣum,tuhembi,ᡨᡠᡥᡝᠮᠪᡳ,2268,结 (果),to bear fruit
2269,tuVuvem,tuɣuvɯm,tuhebumbi,ᡨᡠᡥᡝᠪᡠᠮᠪᡳ,2269,使倒,causative form of tuVum (= tuhembi)
2270,tuxw,tuxʷ,tuhu,ᡨᡠᡥᡠ,2270,锅盖,pot lid
2271,twa,tʷɑ,tuwa,ᡨᡠᠸᠠ,2271,火,fire
2272,twanam ,tʷɑnam,tuwanambi,ᡨᡠᠸᠠᠨᠠᠮᠪᡳ,2272,看望,to visit
2273,twancyaN,tʷɑntɕʲaŋ,,,,天窗,"skylight, sun roof"
2274,twastam,tʷɑstam,tuwaxatambi,ᡨᡠᠸᠠᡧᠠᡨᠠᠮᠪᡳ,2274,照看,"to look after, to take care of"
2275,twaXem,tʷɑʂɯm,tuwaxambi,ᡨᡠᠸᠠᡧᠠᠮᠪᡳ,2275,照顾,"to take care of, to look after"
2276,tyaf,tʲaf,taibu,ᡨᠠᡳᠪᡠ,2276,大梁,"main post, beam (structure)"
2277,tyah felgaen,tʲaχ fɯɹɡæn,tiyaha fulgiyan,ᡨᡳᠶᠠᡥᠠ ᡶᡠᠯᡤᡳᠶᠠᠨ,2277,火烧红,fire red
2278,tyam,tʲam,,,,烧着,to burn
2279,tyavem,tʲavɯm,,,,使烧着,causative form of tyam
2280,tyel,tʲəɹ,taili,ᡨᠠᡳᠯᡳ,2280,小蝶,small saucer
2281,tyerem,tʲərɯm,tarimbi,ᡨᠠᡵᡳᠮᠪᡳ,2281,播种,to sow seeds
2282,tyerin,tʲərin,tarani,ᡨᠠᡵᠠᠨᡳ,2282,咒语,"mantra, incantation (dharani)"
2283,tyerinem,tʲərinɯm,taranambi,ᡨᠠᡵᠠᠨᠠᠮᠪᡳ,2283,念咒,to recite a spell
2284,tyolRun,tʲɔɹʁun,tolgin,ᡨᠣᠯᡤᡳᠨ,2284,梦,dream
2285,tyolRunem,tʲɔɹʁunɯm,tolginambi,ᡨᠣᠯᡤᡳᠨᠠᠮᠪᡳ,2285,做梦,to dream
2286*,tyomRo,tʲɔmʁɔ,tumiha,ᡨᡠᠮᡳᡥᠠ,2286*,乳头,nipple
2287,tyoNkilem,tʲɔŋkilɯm,tongkilambi,ᡨᠣᠩᡴᡳᠯᠠᠮᠪᡳ,2287,点点,to dot
2288,tyoNkiXem,tʲɔŋkiʂɯm,tongkixambi,ᡨᠣᠩᡴᡳᡧᠠᠮᠪᡳ,2288,点点,to dot 
2289,tyoNkulem,tʲɔŋkulɯm,tongkilambi,ᡨᠣᠩᡴᡳᠯᠠᠮᠪᡳ,2289,点点,to dot
2290,tyoNkw,tʲɔŋkʷ,tongki,ᡨᠣᠩᡴᡳ,2290,点,dot
2291,tyorVum,tʲɔrɣum,torgimbi,ᡨᠣᡵᡤᡳᠮᠪᡳ,2291,转圈,"to spin, to turn, to rotate"
2292,tyorVuvem,tʲɔrɣuvɯm,torgibumbi,ᡨᠣᡵᡤᡳᠪᡠᠮᠪᡳ,2292,使转圈,causative form of tyorVum (= torgimbi)
2293,tyukyam,tʲykʲam,tuwakiyambi,ᡨᡠᠸᠠᡴᡳᠶᠠᠮᠪᡳ,2293,守,"to guard, to watch over, to defend"
2294,tyulsy,tʲyɹsʲ,tulesi,ᡨᡠᠯᡝᠰᡳ,2294,往外,outwards
2295,tyulVin,tʲyɹɣin,tulgiyen,ᡨᡠᠯᡤᡳᠶᡝᠨ,2295,之外,"other than, besides, except"
2296*,tyulVu,tʲyɹɣu,tulergi,ᡨᡠᠯᡝᡵᡤᡳ,2296*,外面,"outside, exterior"
2297,tyulxw gurun nan ,tʲyɹxʷ ɡurun nan,tulergi gurun nane,ᡨᡠᠯᡝᡵᡤᡳ ᡤᡠᡵᡠᠨ ᠨᠠᠨᡝ,2297,外国人,foreigner
2298,tyuNem,tʲyŋɯm,tunggiyembi,ᡨᡠᠩᡤᡳᠶᡝᠮᠪᡳ,2298,捡拾,"to pick up, to gather"
2299,tyurim,tʲyrim,turimbi,ᡨᡠᡵᡳᠮᠪᡳ,2299,租赁,to lease; to rent; to hire
2300,tyurVin,tʲyrɣin,,,,裤腰绳,trousers' strap; waistband 
2301,tyurVin,tʲyrɣin,turgin,ᡨᡠᡵᡤᡳᠨ,2301,租金,rent (money)
2302,tyurw,tʲyrʷ,tuweri,ᡨᡠᠸᡝᡵᡳ,2302,冬天,winter
2303,tyuvVwo,tʲyvɣʷɜ,tubihe,ᡨᡠᠪᡳᡥᡝ,2303,水果,fruit
2304,tyuvyalm,tʲyvʲaɹm,tubaliyambi,ᡨᡠᠪᠠᠯᡳᠶᠠᠮᠪᡳ,2304,烫水退毛,to remove hair with hot water
2305,uca,uʈʂa,uca,ᡠᠴᠠ,2305,臂,arm
2306,ucarem,uʈʂarɯm,ucarambi,ᡠᠴᠠᡵᠠᠮᠪᡳ,2306,相遇,"to meet, to come across, to encounter"
2307,uci,utɕi,uce,ᡠᠴᡝ,2307,门,"door, doorway"
2308,uculm,uʈʂuɹm,uculembi,ᡠᠴᡠᠯᡝᠮᠪᡳ,2308,唱歌,to sing
2309,ucun,uʈʂun,ucun,ᡠᠴᡠᠨ,2309,歌,song
2310,udan,udan,udan,ᡠᡩᠠᠨ,2310,慢,slow
2311,udar huda,udar χuda,udara hvda,ᡠᡩᠠᡵᠠ ᡥᡡᡩᠠ,2311,买价,buying price
2312,udun,udun,edun,ᡝᡩᡠᠨ,2312,风,wind
2313,udw,udʷ,udu,ᡠᡩᡠ,2313,几个,"how many, how much, several"
2314,ufa,ufa,ufa,ᡠᡶᠠ,2314,面粉,flour
2315,ufarem,ufarɯm,ufarambi,ᡠᡶᠠᡵᠠᠮᠪᡳ,2315,闪失,"to fail, to make a mistake, to lose"
2316,ufu,ufu,efu,ᡝᡶᡠ,2316,姐夫,elder sister's husband
2317,ufxw,ufxʷ,ufuhi,ᡠᡶᡠᡥᡳ,2317,肺,lung
2318,ujan,uɖʐan,ujan,ᡠᠵᠠᠨ,2318,端,"end, end point"
2319,ujilm,udʒiɹm,ujelembi,ᡠᠵᡝᠯᡝᠮᠪᡳ,2319,从重,"to act in a serious manner, to take seriously, to value"
2320,ujim,udʒim,ujimbi,ᡠᠵᡳᠮᠪᡳ,2320,养,"(animals, children) to raise, to bring up "
2321,ujin,udʒin,ujen,ᡠᠵᡝᠨ,2321,重,"heavy, serious, important"
2322,ujuw,uɖʐuʷ,uju,ᡠᠵᡠ,2322,第一,"first, primary"
2323,ujw,uɖʐʷ,uju,ᡠᠵᡠ,2323,"头, 头一个","head, first"
2324,ujw geksem,uɖʐʷ ɡɯksɯm,uju gegexembi,ᡠᠵᡠ ᡤᡝᡤᡝᡧᡝᠮᠪᡳ,2324,点头,to nod
2325,ukcam,ukʈʂam,ukcambi,ᡠᡴᠴᠠᠮᠪᡳ,2325,摆脱,"to break away from, to escape"
2326,uksin,ukɕin,uksin,ᡠᡴᠰᡳᠨ,2326,披甲,armor
2327,uksun,uksun,uksun,ᡠᡴᠰᡠᠨ,2327,种族,"race, ethnicity"
2328,uksur,uksur,uksura,ᡠᡴᠰᡠᡵᠠ,2328,民族,"nationality, ethnic group"
2329,ula,ula,ula,ᡠᠯᠠ,2329,江,river
2330,ulam,ulam,ulambi,ᡠᠯᠠᠮᠪᡳ,2330,传播,"to spread, to pass on"
2331,ulan,ulan,ulan,ᡠᠯᠠᠨ,2331,坑,"pit, ditch"
2332,ulin,ulin,ulin,ᡠᠯᡳᠨ,2332,财,"wealth, riches, property"
2333,ulRa,uɹʁa,ulha,ᡠᠯᡥᠠ,2333,牲畜,"domesticated animal, livestock"
2334,ulujum,uluɖʐum,ulejembi,ᡠᠯᡝᠵᡝᠮᠪᡳ,2334,塌,"to collapse, to crumble"
2335,uluken,ulukɯn,uheken,ᡠᡥᡝᡴᡝᠨ,2335,"轻轻的, 软的","light, soft/tender"
2336,ulukw,ulukʷ,uheke,ᡠᡥᡝᡴᡝ,2336,"轻轻, 软","lightly, softly"
2337,uluN,uluŋ,ulenggu,ᡠᠯᡝᠩᡤᡠ,2337,肚脐,navel 
2338,ulw,ulʷ,elu,ᡝᠯᡠ,2338,葱,"green onion, scallion"
2339,ulyVicun aqw ,ulʲɣiʈʂun aqʷ,ulhicun akv,ᡠᠯᡥᡳᠴᡠᠨ ᠠᡴᡡ,2339,不明智,"not wise, significant"
2340,ulyVim,ulʲɣim,ulhimbi,ᡠᠯᡥᡳᠮᠪᡳ,2340,了解,to understand
2341,ulyVin,ulʲɣin,ulhiyan,ᡠᠯᡥᡳᠶᠠᠨ,2341,慢慢的,"slowly, gradually"
2342,umai,umaj,umai,ᡠᠮᠠᡳ,2342,"并非, 全然","is not, completely"
2343,uman,uman,uman,ᡠᠮᠠᠨ,2343,牙床,gum (of the teeth)
2344,umeX,umɯʂ,umesi,ᡠᠮᡝᠰᡳ,2344,非常的,"very, very much"
2345,umRan,umʁan,umhan,ᡠᠮᡥᠠᠨ,2345,"骨髓, 禽卵","marrow, egg"
2346,umRan banjem,umʁan banɖʐɯm,umhan banjimbi,ᡠᠮᡥᠠᠨ ᠪᠠᠨᠵᡳᠮᠪᡳ,2346,下蛋,to lay an egg
2347,umum,umum,umbumbi,ᡠᠮᠪᡠᠮᠪᡳ,2347,掩埋,to bury
2348,umuvum,umuvum,umbubumbi,ᡠᠮᠪᡠᠪᡠᠮᠪᡳ,2348,使掩埋,causative form of umum (umbumbi)
2349,umyanecy ojuGw,umʲanɯtɕʲ ɔɖʐuɢʷ,umainaci ojorkv,ᡠᠮᠠᡳᠨᠠᠴᡳ ᠣᠵᠣᡵᡴᡡ,2349,怎么样都不行,"nothing can be done, not possible"
2350,uNan,uŋan,unggan,ᡠᠩᡤᠠᠨ,2350,长辈,"elder, older generation"
2351,uncam bum,unʈʂam bum,uncame bumbi,ᡠᠨᠴᠠᠮᡝ ᠪᡠᠮᠪᡳ,2351,卖给,to sell
2352,uncar huda,unʈʂar χuda,uncara hvda,ᡠᠨᠴᠠᡵᠠ ᡥᡡᡩᠠ,2352,卖价,selling price
2353,uncudum,unʈʂudum,encudumbi,ᡝᠨᠴᡠᡩᡠᠮᠪᡳ,2353,另行,to do separately
2354,unculum,unʈʂulum,enculembi,ᡝᠨᠴᡠᠯᡝᠮᠪᡳ,2354,另行,to do separately
2355,uncw,unʈʂʷ,encu,ᡝᠨᠴᡠ,2355,另外,"other, additional"
2356,uncywxun,untɕʲʷxun,uncehen,ᡠᠨᠴᡝᡥᡝᠨ,2356,尾,tail
2357,unENy,unəŋʲ,unenggi,ᡠᠨᡝᠩᡤᡳ,2357,诚然,"true, indeed"
2358,uneNy,unɯŋʲ,unenggi,ᡠᠨᡝᠩᡤᡳ,2358,诚恳,"sincere, honest, cordial"
2359,uno,unɔ,ulmen,ᡠᠯᠮᡝᠨ,2359,针,needle
2360,uNqam,uŋqam,ukambi,ᡠᡴᠠᠮᠪᡳ,2360,逃,"to escape, to run away, to flee"
2361,uNqanem,uŋqanɯm,ukanambi,ᡠᡴᠠᠨᠠᠮᠪᡳ,2361,"逃, 躲","to escape, to hide"
2362,uNqanevem,uŋqanɯvɯm,ukanabumbi,ᡠᡴᠠᠨᠠᠪᡠᠮᠪᡳ,2362,"使逃, 使躲",causative form of uNqanem (= ukanambi)
2363,untwxun,untʷxun,untuhun,ᡠᠨᡨᡠᡥᡠᠨ,2363,空,"empty, vacant, space"
2364,unyew,unʲəw,unio,ᡠᠨᡳᠣ,2364,哎呀,"(interjection of wonder, pain)"
2365,urs,urs,urse,ᡠᡵᠰᡝ,2365,人们,people
2366,urum,urum,urembi,ᡠᡵᡝᠮᠪᡳ,2366,"伤透; 熟练, 熟","to cause grief; to be proficient, familiar with; to become ripe"
2367,urunaqw,urunaqʷ,urunakv,ᡠᡵᡠᠨᠠᡴᡡ,2367,无论如何,"certainly, no matter what"
2368,urunem,urunɯm,urunumbi,ᡠᡵᡠᠨᡠᠮᠪᡳ,2368,饿,to be hungry
2369,urusxun,urusxun,ureshvn,ᡠᡵᡝᠰᡥᡡᠨ,2369,熟练,to be proficient in; to be well-versed in
2370,uruvem,uruvɯm,urebumbi,ᡠᡵᡝᠪᡠᠮᠪᡳ,2370,练习,to practice
2371,uruXem,uruʂɯm,uruxembi,ᡠᡵᡠᡧᡝᠮᠪᡳ,2371,同意,"to agree with, to approve"
2372,urVum,urɣum,urhumbi,ᡠᡵᡥᡠᠮᠪᡳ,2372,动物惊,(of an animal) to be startled
2373,urVun,urɣun,urgun,ᡠᡵᡤᡠᠨ,2373,喜,"joy, happiness"
2374,urVunjem,urɣunɖʐɯm,urgunjembi,ᡠᡵᡤᡠᠨᠵᡝᠮᠪᡳ,2374,欢喜,"to be happy, to be glad"
2375,urVunjwcwkw,urɣunɖʐʷʈʂʷkʷ,urgunjecuke,ᡠᡵᡤᡠᠨᠵᡝᠴᡠᡴᡝ,2375,令人欢喜的,happiness-inducing
2376,uRwal,uʁʷɑɹ,,,,阴囊,testicles
2377,urwVun,urʷɣun,urhun,ᡠᡵᡥᡠᠨ,2377,寸,a unit of measurement (finger's width)
2378,urxw soq,urxʷ sɔq,urehe sukv,ᡠᡵᡝᡥᡝ ᠰᡠᡴᡡ,2378,熟皮,tanned skin (of animals)
2379,usam,usam,uxambi,ᡠᡧᠠᠮᠪᡳ,2379,拖拉,to drag
2380,usam,usam,usambi,ᡠᠰᠠᠮᠪᡳ,2380,哀怨,"to be disappointed, to be in grief"
2381,usavem,usavɯm,uxabumbi,ᡠᡧᠠᠪᡠᠮᠪᡳ,2381,使拉,causative form of usam (= uxambi)
2382,usavem,usavɯm,usabumbi,ᡠᠰᠠᠪᡠᠮᠪᡳ,2382,令人哀怨的,causative form of usaXqw (= usacuka)
2383,usaXqw,usaʂqʷ,usacuka,ᡠᠰᠠᠴᡠᡴᠠ,2383,哀怨的,pitiful
2384,usin  ,uɕin,usin,ᡠᠰᡳᠨ,2384,田地,"field, farmland"
2385,usin tyerer nan,uɕin tʲərɯr nan,usin tarire nane,ᡠᠰᡳᠨ ᡨᠠᡵᡳᡵᡝ ᠨᠠᠨᡝ,2385,农民,farmer
2386,uskwo,uskʷɜ,osk‘o,ᠣᠰᡴ‘ᠣ,2386,精液,semen
2387,uso,usɔ,use,ᡠᠰᡝ,2387,种子,seed
2388,usxun,usxun,eshun,ᡝᠰᡥᡠᠨ,2388,生熟之生,"raw, unprocessed, unripe"
2389,usyha,usʲχa,usiha,ᡠᠰᡳᡥᠠ,2389,星,star
2390,usyx ,usʲx,usihihe,ᡠᠰᡳᡥᡳᡥᡝ,2390,湿了,wet
2391,usyxum,usʲxum,usihiyembi,ᡠᠰᡳᡥᡳᠶᡝᠮᠪᡳ,2391,湿,"to get wet, to become damp"
2392,usyxun,usʲxun,usihin,ᡠᠰᡳᡥᡳᠨ,2392,湿的,"wet, damp, moist"
2393,usyxuN,usʲxuŋ,usihingge,ᡠᠰᡳᡥᡳᠩᡤᡝ,2393,湿得,"wetted, damped"
2394,uta,uta,uta,ᡠᡨᠠ,2394,"炒面, 奶油糕","stir-fried noodles (""chow mein""), a type of cake with cream"
2395,utdtw,utdtʷ,uttu,ᡠᡨᡨᡠ,2395,如此,in this way
2396,utkw,utkʷ,etuku,ᡝᡨᡠᡴᡠ,2396,衣服,"clothing, clothes"
2397,utum,utum,etumbi,ᡝᡨᡠᠮᠪᡳ,2397,穿,"to put on, to wear"
2398,utuvem,utuvɯm,etubumbi,ᡝᡨᡠᠪᡠᠮᠪᡳ,2398,使穿,causative form of utum (= etumbi)
2399,uvaed,uvæd,ubiyada,ᡠᠪᡳᠶᠠᡩᠠ,2399,令人厌恶的,hate-inducing
2400,uvum,uvum,ebumbi,ᡝᠪᡠᠮᠪᡳ,2400,下,"to get off (a vehicle), to get down"
2401,uVuri,uɣuri,uheri,ᡠᡥᡝᡵᡳ,2401,"所有, 总共","every, total"
2402,uvuvum,uvuvum,ebubumbi,ᡝᠪᡠᠪᡠᠮᠪᡳ,2402,使下,causative form of uvum (= ebumbi)
2403,uvw,uvʷ,ubu,ᡠᠪᡠ,2403,"部分, 倍","part, portion, piece; ...times/-fold"
2404,uvyalem,uvʲalɯm,ubaliyambi,ᡠᠪᠠᠯᡳᠶᠠᠮᠪᡳ,2404,翻,to turn over
2405,uvyam,uvʲam,ubiyambi,ᡠᠪᡳᠶᠠᠮᠪᡳ,2405,厌恶,"to dislike, to hate"
2406,uvyavem,uvʲavɯm,ubiyabumbi,ᡠᠪᡳᠶᠠᠪᡠᠮᠪᡳ,2406,被厌恶,passive form of uvyam (= ubiyambi)
2407,uyan beda,ujan bɯda,uyan buda,ᡠᠶᠠᠨ ᠪᡠᡩᠠ,2407,汤饭,rice soup
2408,uyin,ujin,uyun,ᡠᠶᡠᠨ,2408,九,9 (nine)
2409,uyinjw,ujinɖʐʷ,uyunju,ᡠᠶᡠᠨᠵᡠ,2409,九十,90 (ninety)
2410,va,va,wa,ᠸᠠ,2410,味,"smell, order, scent"
2411,vacyxyam,vatɕʲxʲam,wacihiyame,ᠸᠠᠴᡳᡥᡳᠶᠠᠮᡝ,2411,全都,"entire, whole"
2412,vaden,vadɯn,wadan,ᠸᠠᡩᠠᠨ,2412,衣服口袋,pocket
2413,vailen,vajlɯn,wailan,ᠸᠠᡳᠯᠠᠨ,2413,下级官吏,low-ranking official
2414,vajem,vaɖʐɯm,wajimbi,ᠸᠠᠵᡳᠮᠪᡳ,2414,完结,"to finish, to end"
2415,vajevem,vaɖʐɯvɯm,wajibumbi,ᠸᠠᠵᡳᠪᡠᠮᠪᡳ,2415,使完结,causative form of vajem (= wajimbi)
2416,vam,vam,wambi,ᠸᠠᠮᠪᡳ,2416,杀,to kill
2417,van,van,wan,ᠸᠠᠨ,2417,梯子,ladder
2418,vaN,vaŋ,wang,ᠸᠠᠩ,2418,王,"prince, king, monarch"
2419,vaq,vaq,waka,ᠸᠠᡴᠠ,2419,不是,"is not, are not"
2420,vaqelem,vaqɯlɯm,wakalambi,ᠸᠠᡴᠠᠯᠠᠮᠪᡳ,2420,责备,to blame
2421,vaqsen,vaqsɯn,waksan,ᠸᠠᡴᠰᠠᠨ,2421,青蛙,frog
2422,var var,var var,war war,ᠸᠠᡵ ᠸᠠᡵ,2422,蛙叫,croaking sound (of a frog)
2423,varek,varɯk,wara,ᠸᠠᡵᠠ,2423,砖,brick
2424,varenem,varɯnɯm,warunambi,ᠸᠠᡵᡠᠨᠠᠮᠪᡳ,2424,发臭,to smell bad
