Entry,Spoken,IPA,Written,Script Version,Script,Mandarin,English
2223,toNolm,tɔŋɔɹm,tonggilambi,ᡨ᠋ᠣᠩᡤᡳᠯᠠᠮᠪᡳ,,臂部朝上头朝下,to put one's head in their arms
2224,toNqondum,tɔŋqɔndum,tokondumbi,ᡨ᠋ᠣᡴᠣᠨᡩᡠ᠋ᠮᠪᡳ,,扎,"to poke, to prick"
2225,toNqonem,tɔŋqɔnɯm,tokonombi,ᡨ᠋ᠣᡴᠣᠨᠣᠮᠪᡳ,,扎,"to poke, to prick"
2226,toNqoXem,tɔŋqɔʂɯm,tokoxombi,ᡨ᠋ᠣᡴᠣᡧᠣᠮᠪᡳ,,扎,"to poke, to prick"
2227,toNqum,tɔŋqum,tokombi,ᡨ᠋ᠣᡴᠣᠮᠪᡳ,,扎,"to poke, to prick"
2228,toom,tɔɔm,toombi,ᡨ᠋ᠣᠣᠮᠪᡳ,,骂,"to scold, to curse at"
2229,toqtem,tɔqtɯm,toktombi,ᡨ᠋ᠣᡴᡨ᠋ᠣᠮᠪᡳ,,定下来,"to be decided, to be fixed"
2230,toqtevem,tɔqtɯvɯm,toktobumbi,ᡨ᠋ᠣᡴᡨ᠋ᠣᠪᡠᠮᠪᡳ,,议定,"(causative form of toqtem (= toktombi)) to agree upon, to decide"
2231,toro ,tɔrɔ,toro,ᡨ᠋ᠣᡵᠣ,,桃子,peach
2232,toRolm,tɔʁɔɹm,toholombi,ᡨ᠋ᠣᡥᠣᠯᠣᠮᠪᡳ,,扣扣子,to button up
2233,toRolun,tɔʁɔlun,toholon,ᡨ᠋ᠣᡥᠣᠯᠣᠨ,,铅,lead
2234,torRom,tɔrʁɔm,torohombi,ᡨ᠋ᠣᡵᠣᡥᠣᠮᠪᡳ,,缓,to slow down
2235,torRovem,tɔrʁɔvɯm,torombumbi,ᡨ᠋ᠣᡵᠣᠮᠪᡠᠮᠪᡳ,,安慰,to comfort
2236,toRum,tɔʁum,tohombi,ᡨ᠋ᠣᡥᠣᠮᠪᡳ,,"套马车, 鞍","(of a horse) to harness to a cart, to saddle"
2237,toRun,tɔʁun,tohon,ᡨ᠋ᠣᡥᠣᠨ,,扣子,button
2238,tos,tɔs,toso,ᡨ᠋ᠣᠰᠣ,,尘,dust
2239,toxan,tɔxan,tuxan,ᡨᡠ᠋ᡧᠠᠨ,,职责,(official) duty
2240,tu ,tu,tu,ᡨᡠ᠋,,军旗,military standard
2241,tuksiXwkw,tukɕiʂʷkʷ,tuksicuke,ᡨᡠ᠋ᡴ᠋ᠰᡳ᠍ᠴᡠᡴᡝ,,危险,dangerous
2242,tukwsulm ,tukʷsuɹm,dushulembi,ᡩ᠋ᡠ᠋ᠰᡥᡠᠯᡝᠮᠪᡳ,,阴,to become cloudy
2243,tukwsw,tukʷsʷ,dusuhu,ᡩ᠋ᡠ᠋ᠰᡠᡥᡠ,,云,cloud
2244,tul cicim,tuɹ tɕitɕim,tule tucimbi,ᡨᡠ᠋ᠯᡝ ᡨᡠ᠋ᠴᡳᠮᠪᡳ,,上厕所,to go to the bathroom
2245,tul cicir ba,tuɹ tɕitɕir ba,tule tucire ba,ᡨᡠ᠋ᠯᡝ ᡨᡠ᠋ᠴᡳᡵᡝ ᠪᠠ,,厕所,"bathroom, toilet"
2246,tulE ba,tulə ba,tule ba,ᡨᡠ᠋ᠯᡝ ᠪᠠ,,厕所,"toilet, bathroom"
2247,tumen,tumɯn,tumen ,ᡨᡠ᠋ᠮᡝᠨ,,万,"10,000 (ten thousand)"
2248,tun,tun,tun,ᡨᡠ᠋ᠨ,,岛,island
2249,tuN tuN,tuŋ tuŋ,tung tung,ᡨᡠ᠋ᠩ ᡨᡠ᠋ᠩ,,击打声,thumping sound
2250,tuNalem,tuŋalɯm,tunggalambi,ᡨᡠ᠋ᠩᡤᠠᠯᠠᠮᠪᡳ,,相遇,"to meet, to encounter"
2251,tuNkelm,tuŋkɯɹm,tungkelembi,ᡨᡠ᠋ᠩᡴᡝᠯᡝᠮᠪᡳ,,击鼓,to beat a drum
2252,tuNken,tuŋkɯn,tungken,ᡨᡠ᠋ᠩᡴᡝᠨ,,太鼓,Taiko (Japanese drum)
2253,tuNun,tuŋun,tunggen,ᡨᡠ᠋ᠩᡤᡝᠨ,,胸,"chest, bosom"
2254,tuqsan,tuqsan,tuksan,ᡨᡠ᠋ᡴᠰᠠᠨ,,牛犊,calf (animal)
2255,tuqsim,tuqɕim,tuksimbi,ᡨᡠ᠋ᡴᠰᡳᠮᠪᡳ,,心惊跳,"(of the heart) to throb, to pound; to be alarmed, to be afraid"
2256,tura,tura,tura,ᡨᡠ᠋ᡵᠠ,,柱子,"post, column"
2257,turi,turi,turi,ᡨᡠ᠋ᡵᡳ,,豆子,"bean, pea"
2258,turki,turki,turki,ᡨᡠ᠋ᡵᡴᡳ,,土耳其,Turkey
2259,turun,turun,turun,ᡨᡠ᠋ᡵᡠᠨ,,军旗,military flag
2260,turVun,turɣun,turgun,ᡨᡠ᠋ᡵᡤᡠᠨ,,原因,reason
2261,tusa,tusa,tusa,ᡨᡠ᠋ᠰᠠ,,益处,"benefit, profit, gain, advantage"
2262,tusam,tusam,tuxambi,ᡨᡠ᠋ᡧᠠᠮᠪᡳ,,遭遇,"to encounter , to meet (misfortune)"
2263,tusaN,tusaŋ,tusangga,ᡨᡠ᠋ᠰᠠᠩᡤᠠ,,有益的,"beneficial, profitable"
2264,tutam,tutam,tutambi,ᡨᡠ᠋ᡨ᠋ᠠᠮᠪᡳ,,留,"to stay, to remind behind"
2265,tuttw,tuttʷ,tuttu,ᡨᡠ᠋ᡨ᠌ᡨᡠ᠋,,那样,"in that way, like that"
2266,tuvum,tuvum,tebumbi,ᡨᡝ᠋ᠪᡠᠮᠪᡳ,,装,"to put in, to pour in; to plant"
2267,tuVum,tuɣum,tuhembi,ᡨᡠ᠋ᡥᡝᠮᠪᡳ,,落,"to fall, to fall down, (of the sun) to set"
2268,tuVum,tuɣum,tuhembi,ᡨᡠ᠋ᡥᡝᠮᠪᡳ,,结 (果),to bear fruit
2269,tuVuvem,tuɣuvɯm,tuhebumbi,ᡨᡠ᠋ᡥᡝᠪᡠᠮᠪᡳ,,使倒,causative form of tuVum (= tuhembi)
2270,tuxw,tuxʷ,tuhu,ᡨᡠ᠋ᡥᡠ,,锅盖,pot lid
2271,twa,tʷɑ,tuwa,ᡨᡠ᠋ᠸᠠ,,火,fire
2272,twanam ,tʷɑnam,tuwanambi,ᡨᡠ᠋ᠸᠠᠨᠠᠮᠪᡳ,,看望,to visit
2273,twancyaN,tʷɑntɕʲaŋ,,,,天窗,"skylight, sun roof"
2274,twastam,tʷɑstam,tuwaxatambi,ᡨᡠ᠋ᠸᠠᡧᠠᡨ᠋ᠠᠮᠪᡳ,,照看,"to look after, to take care of"
2275,twaXem,tʷɑʂɯm,tuwaxambi,ᡨᡠ᠋ᠸᠠᡧᠠᠮᠪᡳ,,照顾,"to take care of, to look after"
2276,tyaf,tʲaf,taibu,ᡨ᠋ᠠᡳ᠌ᠪᡠ,,大梁,"main post, beam (structure)"
2277,tyah felgaen,tʲaχ fɯɹɡæn,tiyaha fulgiyan,ᡨ᠋ᡳ᠍ᠶᠠᡥᠠ ᡶ᠋ᡠᠯᡤᡳᠶᠠᠨ,,火烧红,fire red
2278,tyam,tʲam,,,,烧着,to burn
2279,tyavem,tʲavɯm,,,,使烧着,causative form of tyam
2280,tyel,tʲəɹ,taili,ᡨ᠋ᠠᡳ᠌ᠯᡳ,,小蝶,small saucer
2281,tyerem,tʲərɯm,tarimbi,ᡨ᠋ᠠᡵᡳᠮᠪᡳ,,播种,to sow seeds
2282,tyerin,tʲərin,tarani,ᡨ᠋ᠠᡵᠠᠨᡳ,,咒语,"mantra, incantation (dharani)"
2283,tyerinem,tʲərinɯm,taranambi,ᡨ᠋ᠠᡵᠠᠨᠠᠮᠪᡳ,,念咒,to recite a spell
2284,tyolRun,tʲɔɹʁun,tolgin,ᡨ᠋ᠣᠯᡤᡳᠨ,,梦,dream
2285,tyolRunem,tʲɔɹʁunɯm,tolginambi,ᡨ᠋ᠣᠯᡤᡳᠨᠠᠮᠪᡳ,,做梦,to dream
2286*,tyomRo,tʲɔmʁɔ,tumiha,ᡨᡠ᠋ᠮᡳᡥᠠ,,乳头,nipple
2288,tyoNkiXem,tʲɔŋkiʂɯm,tongkixambi,ᡨ᠋ᠣᠩᡴᡳᠯᠠᠮᠪᡳ,,点点,to dot 
2289,tyoNkulem,tʲɔŋkulɯm,tongkilambi,ᡨ᠋ᠣᠩᡴᡳᡧᠠᠮᠪᡳ,,点点,to dot
2290,tyoNkw,tʲɔŋkʷ,tongki,ᡨ᠋ᠣᠩᡴᡳ,,点,dot
2291,tyorVum,tʲɔrɣum,torgimbi,ᡨ᠋ᠣᡵᡤᡳᠮᠪᡳ,,转圈,"to spin, to turn, to rotate"
2292,tyorVuvem,tʲɔrɣuvɯm,torgibumbi,ᡨ᠋ᠣᡵᡤᡳᠪᡠᠮᠪᡳ,,使转圈,causative form of tyorVum (= torgimbi)
2293,tyukyam,tʲykʲam,tuwakiyambi,ᡨᡠ᠋ᠸᠠᡴᡳᠶᠠᠮᠪᡳ,,守,"to guard, to watch over, to defend"
2294,tyulsy,tʲyɹsʲ,tulesi,ᡨᡠ᠋ᠯᡝᠰᡳ,,往外,outwards
2295,tyulVin,tʲyɹɣin,tulgiyen,ᡨᡠ᠋ᠯᡤᡳᠶᡝᠨ,,之外,"other than, besides, except"
2296*,tyulVu,tʲyɹɣu,tulergi,ᡨᡠ᠋ᠯᡝᡵᡤᡳ,,外面,"outside, exterior"
2297,tyulxw gurun nan ,tʲyɹxʷ ɡurun nan,tulergi gurun nane,ᡨᡠ᠋ᠯᡝᡵᡤᡳ ᡤᡠᡵᡠᠨ ᠨᠠᠨᡝ,,外国人,foreigner
2298,tyuNem,tʲyŋɯm,tunggiyembi,ᡨᡠ᠋ᠩᡤᡳᠶᡝᠮᠪᡳ,,捡拾,"to pick up, to gather"
2299,tyurim,tʲyrim,turimbi,ᡨᡠ᠋ᡵᡳᠮᠪᡳ,,租赁,to lease; to rent; to hire
2300,tyurVin,tʲyrɣin,,,,裤腰绳,trousers' strap; waistband 
2301,tyurVin,tʲyrɣin,turgin,ᡨᡠ᠋ᡵᡤᡳᠨ,,租金,rent (money)
2302,tyurw,tʲyrʷ,tuweri,ᡨᡠ᠋ᠸᡝᡵᡳ,,冬天,winter
2303,tyuvVwo,tʲyvɣʷɜ,tubihe,ᡨᡠ᠋ᠪᡳᡥᡝ,,水果,fruit
2304,tyuvyalm,tʲyvʲaɹm,tubaliyambi,ᡨᡠ᠋ᠪᠠᠯᡳᠶᠠᠮᠪᡳ,,烫水退毛,to remove hair with hot water
2305,uca,uʈʂa,uca,ᡠᠴᠠ,,臂,arm
2306,ucarem,uʈʂarɯm,ucarambi,ᡠᠴᠠᡵᠠᠮᠪᡳ,,相遇,"to meet, to come across, to encounter"
2307,uci,utɕi,uce,ᡠᠴᡝ,,门,"door, doorway"
2308,uculm,uʈʂuɹm,uculembi,ᡠᠴᡠᠯᡝᠮᠪᡳ,,唱歌,to sing
2309,ucun,uʈʂun,ucun,ᡠᠴᡠᠨ,,歌,song
2310,udan,udan,udan,ᡠᡩ᠋ᠠᠨ,,慢,slow
2311,udar huda,udar χuda,udara hvda,ᡠᡩ᠋ᠠᡵᠠ ᡥᡡᡩ᠋ᠠ,,买价,buying price
2312,udun,udun,edun,ᡝᡩᡠ᠋ᠨ,,风,wind
2313,udw,udʷ,udu,ᡠᡩᡠ᠋,,几个,"how many, how much, several"
2314,ufa,ufa,ufa,ᡠᡶᠠ,,面粉,flour
2315,ufarem,ufarɯm,ufarambi,ᡠᡶᠠᡵᠠᠮᠪᡳ,,闪失,"to fail, to make a mistake, to lose"
2316,ufu,ufu,efu,ᡝᡶᡠ,,姐夫,elder sister's husband
2317,ufxw,ufxʷ,ufuhi,ᡠᡶᡠᡥᡳ,,肺,lung
2318,ujan,uɖʐan,ujan,ᡠᠵᠠᠨ,,端,"end, end point"
2319,ujilm,udʒiɹm,ujelembi,ᡠᠵᡝᠯᡝᠮᠪᡳ,,从重,"to act in a serious manner, to take seriously, to value"
2320,ujim,udʒim,ujimbi,ᡠᠵᡳᠮᠪᡳ,,养,"(animals, children) to raise, to bring up "
2321,ujin,udʒin,ujen,ᡠᠵᡝᠨ,,重,"heavy, serious, important"
2322,ujuw,uɖʐuʷ,uju,ᡠᠵᡠ,,第一,"first, primary"
2323,ujw,uɖʐʷ,uju,ᡠᠵᡠ,,"头, 头一个","head, first"
2324,ujw geksem,uɖʐʷ ɡɯksɯm,uju gegexembi,ᡠᠵᡠ ᡤᡝᡤᡝᡧᡝᠮᠪᡳ,,点头,to nod
2325,ukcam,ukʈʂam,ukcambi,ᡠᡴᠴᠠᠮᠪᡳ,,摆脱,"to break away from, to escape"
2326,uksin,ukɕin,uksin,ᡠᡴᠰᡳᠨ,,披甲,armor
2327,uksun,uksun,uksun,ᡠᡴᠰᡠᠨ,,种族,"race, ethnicity"
2328,uksur,uksur,uksura,ᡠᡴᠰᡠᡵᠠ,,民族,"nationality, ethnic group"
2329,ula,ula,ula,ᡠᠯᠠ,,江,river
2330,ulam,ulam,ulambi,ᡠᠯᠠᠮᠪᡳ,,传播,"to spread, to pass on"
2331,ulan,ulan,ulan,ᡠᠯᠠᠨ,,坑,"pit, ditch"
2332,ulin,ulin,ulin,ᡠᠯᡳᠨ,,财,"wealth, riches, property"
2333,ulRa,uɹʁa,ulha,ᡠᠯᡥᠠ,,牲畜,"domesticated animal, livestock"
2334,ulujum,uluɖʐum,ulejembi,ᡠᠯᡝᠵᡝᠮᠪᡳ,,塌,"to collapse, to crumble"
2335,uluken,ulukɯn,uheken,ᡠᡥᡝᡴᡝᠨ,,"轻轻的, 软的","light, soft/tender"
2336,ulukw,ulukʷ,uheke,ᡠᡥᡝᡴᡝ,,"轻轻, 软","lightly, softly"
2337,uluN,uluŋ,ulenggu,ᡠᠯᡝᠩᡤᡠ,,肚脐,navel 
2338,ulw,ulʷ,elu,ᡝᠯᡠ,,葱,"green onion, scallion"
2339,ulyVicun aqw ,ulʲɣiʈʂun aqʷ,ulhicun akv,ᡠᠯᡥᡳᠴᡠᠨ ᠠᡴᡡ,,不明智,"not wise, significant"
2340,ulyVim,ulʲɣim,ulhimbi,ᡠᠯᡥᡳᠮᠪᡳ,,了解,to understand
2341,ulyVin,ulʲɣin,ulhiyan,ᡠᠯᡥᡳᠶᠠᠨ,,慢慢的,"slowly, gradually"
2342,umai,umaj,umai,ᡠᠮᠠᡳ,,"并非, 全然","is not, completely"
2343,uman,uman,uman,ᡠᠮᠠᠨ,,牙床,gum (of the teeth)
2344,umeX,umɯʂ,umesi,ᡠᠮᡝᠰᡳ,,非常的,"very, very much"
2345,umRan,umʁan,umhan,ᡠᠮᡥᠠᠨ,,"骨髓, 禽卵","marrow, egg"
2346,umRan banjem,umʁan banɖʐɯm,umhan banjimbi,ᡠᠮᡥᠠᠨ ᠪᠠᠨᠵᡳᠮᠪᡳ,,下蛋,to lay an egg
2347,umum,umum,umbumbi,ᡠᠮᠪᡠᠮᠪᡳ,,掩埋,to bury
2348,umuvum,umuvum,umbubumbi,ᡠᠮᠪᡠᠪᡠᠮᠪᡳ,,使掩埋,causative form of umum (umbumbi)
2349,umyanecy ojuGw,umʲanɯtɕʲ ɔɖʐuɢʷ,umainaci ojorkv,ᡠᠮᠠᡳ᠌ᠨᠠᠴᡳ ᠣᠵᠣᡵᡴᡡ,,怎么样都不行,"nothing can be done, not possible"
2350,uNan,uŋan,unggan,ᡠᠩᡤᠠᠨ,,长辈,"elder, older generation"
2351,uncam bum,unʈʂam bum,uncame bumbi,ᡠᠨᠴᠠᠮᡝ ᠪᡠᠮᠪᡳ,,卖给,to sell
2352,uncar huda,unʈʂar χuda,uncara hvda,ᡠᠨᠴᠠᡵᠠ ᡥᡡᡩ᠋ᠠ,,卖价,selling price
2353,uncudum,unʈʂudum,encudumbi,ᡝᠨᠴᡠᡩᡠ᠋ᠮᠪᡳ,,另行,to do separately
2354,unculum,unʈʂulum,enculembi,ᡝᠨᠴᡠᠯᡝᠮᠪᡳ,,另行,to do separately
2355,uncw,unʈʂʷ,encu,ᡝᠨᠴᡠ,,另外,"other, additional"
2356,uncywxun,untɕʲʷxun,uncehen,ᡠᠨᠴᡝᡥᡝᠨ,,尾,tail
2357,unENy,unəŋʲ,unenggi,ᡠᠨᡝᠩᡤᡳ,,诚然,"true, indeed"
2358,uneNy,unɯŋʲ,unenggi,ᡠᠨᡝᠩᡤᡳ,,诚恳,"sincere, honest, cordial"
2359,uno,unɔ,ulmen,ᡠᠯᠮᡝᠨ,,针,needle
2360,uNqam,uŋqam,ukambi,ᡠᡴᠠᠮᠪᡳ,,逃,"to escape, to run away, to flee"
2361,uNqanem,uŋqanɯm,ukanambi,ᡠᡴᠠᠨᠠᠮᠪᡳ,,"逃, 躲","to escape, to hide"
2362,uNqanevem,uŋqanɯvɯm,ukanabumbi,ᡠᡴᠠᠨᠠᠪᡠᠮᠪᡳ,,"使逃, 使躲",causative form of uNqanem (= ukanambi)
2363,untwxun,untʷxun,untuhun,ᡠᠨᡨᡠ᠋ᡥᡠᠨ,,空,"empty, vacant, space"
2364,unyew,unʲəw,unio,ᡠᠨᡳᠣ,,哎呀,"(interjection of wonder, pain)"
2365,urs,urs,urse,ᡠᡵᠰᡝ,,人们,people
2366,urum,urum,urembi,ᡠᡵᡝᠮᠪᡳ,,"伤透; 熟练, 熟","to cause grief; to be proficient, familiar with; to become ripe"
2367,urunaqw,urunaqʷ,urunakv,ᡠᡵᡠᠨᠠᡴᡡ,,无论如何,"certainly, no matter what"
2368,urunem,urunɯm,urunumbi,ᡠᡵᡠᠨᡠᠮᠪᡳ,,饿,to be hungry
2369,urusxun,urusxun,ureshvn,ᡠᡵᡝᠰᡥᡡᠨ,,熟练,to be proficient in; to be well-versed in
2370,uruvem,uruvɯm,urebumbi,ᡠᡵᡝᠪᡠᠮᠪᡳ,,练习,to practice
2371,uruXem,uruʂɯm,uruxembi,ᡠᡵᡠᡧᡝᠮᠪᡳ,,同意,"to agree with, to approve"
2372,urVum,urɣum,urhumbi,ᡠᡵᡥᡠᠮᠪᡳ,,动物惊,(of an animal) to be startled
2373,urVun,urɣun,urgun,ᡠᡵᡤᡠᠨ,,喜,"joy, happiness"
2374,urVunjem,urɣunɖʐɯm,urgunjembi,ᡠᡵᡤᡠᠨᠵᡝᠮᠪᡳ,,欢喜,"to be happy, to be glad"
2375,urVunjwcwkw,urɣunɖʐʷʈʂʷkʷ,urgunjecuke,ᡠᡵᡤᡠᠨᠵᡝᠴᡠᡴᡝ,,令人欢喜的,happiness-inducing
2376,uRwal,uʁʷɑɹ,,,,阴囊,testicles
2377,urwVun,urʷɣun,urhun,ᡠᡵᡥᡠᠨ,,寸,a unit of measurement (finger's width)
2378,urxw soq,urxʷ sɔq,urehe sukv,ᡠᡵᡝᡥᡝ ᠰᡠᡴᡡ,,熟皮,tanned skin (of animals)
2379,usam,usam,uxambi,ᡠᡧᠠᠮᠪᡳ,,拖拉,to drag
2380,usam,usam,usambi,ᡠᠰᠠᠮᠪᡳ,,哀怨,"to be disappointed, to be in grief"
2381,usavem,usavɯm,uxabumbi,ᡠᡧᠠᠪᡠᠮᠪᡳ,,使拉,causative form of usam (= uxambi)
2382,usavem,usavɯm,usabumbi,ᡠᠰᠠᠪᡠᠮᠪᡳ,,令人哀怨的,causative form of usaXqw (= usacuka)
2383,usaXqw,usaʂqʷ,usacuka,ᡠᠰᠠᠴᡠᡴᠠ,,哀怨的,pitiful
2384,usin  ,uɕin,usin,ᡠᠰᡳᠨ,,田地,"field, farmland"
2385,usin tyerer nan,uɕin tʲərɯr nan,usin tarire nane,ᡠᠰᡳᠨ ᡨ᠋ᠠᡵᡳᡵᡝ ᠨᠠᠨᡝ,,农民,farmer
2386,uskwo,uskʷɜ,osk‘o,ᠣᠰᡴ‘ᠣ,,精液,semen
2387,uso,usɔ,use,ᡠᠰᡝ,,种子,seed
2388,usxun,usxun,eshun,ᡝᠰᡥᡠᠨ,,生熟之生,"raw, unprocessed, unripe"
2389,usyha,usʲχa,usiha,ᡠᠰᡳᡥᠠ,,星,star
2390,usyx ,usʲx,usihihe,ᡠᠰᡳᡥᡳᡥᡝ,,湿了,wet
2391,usyxum,usʲxum,usihiyembi,ᡠᠰᡳᡥᡳᠶᡝᠮᠪᡳ,,湿,"to get wet, to become damp"
2392,usyxun,usʲxun,usihin,ᡠᠰᡳᡥᡳᠨ,,湿的,"wet, damp, moist"
2393,usyxuN,usʲxuŋ,usihingge,ᡠᠰᡳᡥᡳᠩᡤᡝ,,湿得,"wetted, damped"
2394,uta,uta,uta,ᡠᡨ᠋ᠠ,,"炒面, 奶油糕","stir-fried noodles (""chow mein""), a type of cake with cream"
2395,utdtw,utdtʷ,uttu,ᡠᡨ᠌ᡨᡠ᠋,,如此,in this way
2396,utkw,utkʷ,etuku,ᡝᡨᡠ᠋ᡴᡠ,,衣服,"clothing, clothes"
2397,utum,utum,etumbi,ᡝᡨᡠ᠋ᠮᠪᡳ,,穿,"to put on, to wear"
2398,utuvem,utuvɯm,etubumbi,ᡝᡨᡠ᠋ᠪᡠᠮᠪᡳ,,使穿,causative form of utum (= etumbi)
2399,uvaed,uvæd,ubiyada,ᡠᠪᡳᠶᠠᡩ᠋ᠠ,,令人厌恶的,hate-inducing
2400,uvum,uvum,ebumbi,ᡝᠪᡠᠮᠪᡳ,,下,"to get off (a vehicle), to get down"
2401,uVuri,uɣuri,uheri,ᡠᡥᡝᡵᡳ,,"所有, 总共","every, total"
2402,uvuvum,uvuvum,ebubumbi,ᡝᠪᡠᠪᡠᠮᠪᡳ,,使下,causative form of uvum (= ebumbi)
2403,uvw,uvʷ,ubu,ᡠᠪᡠ,,"部分, 倍","part, portion, piece; ...times/-fold"
2404,uvyalem,uvʲalɯm,ubaliyambi,ᡠᠪᠠᠯᡳᠶᠠᠮᠪᡳ,,翻,to turn over
2405,uvyam,uvʲam,ubiyambi,ᡠᠪᡳᠶᠠᠮᠪᡳ,,厌恶,"to dislike, to hate"
2406,uvyavem,uvʲavɯm,ubiyabumbi,ᡠᠪᡳᠶᠠᠪᡠᠮᠪᡳ,,被厌恶,passive form of uvyam (= ubiyambi)
2407,uyan beda,ujan bɯda,uyan buda,ᡠᠶᠠᠨ ᠪᡠᡩ᠋ᠠ,,汤饭,rice soup
2408,uyin,ujin,uyun,ᡠᠶᡠᠨ,,九,9 (nine)
2409,uyinjw,ujinɖʐʷ,uyunju,ᡠᠶᡠᠨᠵᡠ,,九十,90 (ninety)
2410,va,va,wa,ᠸᠠ,,味,"smell, order, scent"
2411,vacyxyam,vatɕʲxʲam,wacihiyame,ᠸᠠᠴᡳᡥᡳᠶᠠᠮᡝ,,全都,"entire, whole"
2412,vaden,vadɯn,wadan,ᠸᠠᡩ᠋ᠠᠨ,,衣服口袋,pocket
2413,vailen,vajlɯn,wailan,ᠸᠠᡳ᠌ᠯᠠᠨ,,下级官吏,low-ranking official
2414,vajem,vaɖʐɯm,wajimbi,ᠸᠠᠵᡳᠮᠪᡳ,,完结,"to finish, to end"
2415,vajevem,vaɖʐɯvɯm,wajibumbi,ᠸᠠᠵᡳᠪᡠᠮᠪᡳ,,使完结,causative form of vajem (= wajimbi)
2416,vam,vam,wambi,ᠸᠠᠮᠪᡳ,,杀,to kill
2417,van,van,wan,ᠸᠠᠨ,,梯子,ladder
2418,vaN,vaŋ,wang,ᠸᠠᠩ,,王,"prince, king, monarch"
2419,vaq,vaq,waka,ᠸᠠᡴᠠ,,不是,"is not, are not"
2420,vaqelem,vaqɯlɯm,wakalambi,ᠸᠠᡴᠠᠯᠠᠮᠪᡳ,,责备,to blame
2421,vaqsen,vaqsɯn,waksan,ᠸᠠᡴᠰᠠᠨ,,青蛙,frog
2422,var var,var var,war war,ᠸᠠᡵ ᠸᠠᡵ,,蛙叫,croaking sound (of a frog)
2423,varek,varɯk,wara,ᠸᠠᡵᠠ,,砖,brick
2424,varenem,varɯnɯm,warunambi,ᠸᠠᡵᡠᠨᠠᠮᠪᡳ,,发臭,to smell bad
2425,varnevem,varnɯvɯm,warunabumbi,ᠸᠠᡵᡠᠨᠠᠪᡠᠮᠪᡳ,,使发臭,causative form of varenem (= warunambi)
2426,vaRun,vaʁun,wahvn,ᠸᠠᡥᡡᠨ,,臭,"stinky, smelly"
2427,vasem,vasɯm,waxambi,ᠸᠠᡧᠠᠮᠪᡳ,,搔痒,to scratch
2428,vasqelem,vasqɯlɯm,wasihalambi,ᠸᠠᠰᡳᡥᠠᠯᠠᠮᠪᡳ,,爪子刨,to claw
2429,vasqw,vasqʷ,waxakv,ᠸᠠᡧᠠᡴᡡ,,爪 (指甲部分),"claws, nails"
2430,ve,vɯ,we,ᠸᡝ,,谁,who
2431,vecem,vɯʈʂɯm,wecembi,ᠸᡝᠴᡝᠮᠪᡳ,,供奉物 (动词),"to make an offering, to sacrifice"
2432,vecen,vɯʈʂɯn,wecen,ᠸᡝᠴᡝᠨ,,供物,offering
2433,veil,vɯjɹ,weile,ᠸᡝᡳ᠌ᠯᡝ,,活儿; 罪过,"work, task; crime, offense"
2434,veilem,vɯjlɯm,weilembi,ᠸᡝᡳ᠌ᠯᡝᠮᠪᡳ,,做活儿,to work
2435,veilen,vɯjlɯn,weilen,ᠸᡝᡳ᠌ᠯᡝᠨ,,"劳动, 工程",labor
2436,veily arem,vɯjlʲ arɯm,weile arambi,ᠸᡝᡳ᠌ᠯᡝ ᠠᡵᠠᠮᠪᡳ,,做活儿,to work 
2437,veiVun,vɯjɣun,weihun,ᠸᡝᡳ᠌ᡥᡠᠨ,,活着的,alive
2438,veixu,vɯjxu,weihu,ᠸᡝᡳ᠌ᡥᡠ,,小舟,boat
2439,veji,vɯdʒi,weji,ᠸᡝᠵᡳ,,丛林,forest
2440,velgaen,vɯɹɡæn,ulgiyan,ᡠᠯᡤᡳᠶᠠᠨ,,猪,"pig, swine"
2441,venem,vɯnɯm,weniyembi,ᠸᡝᠨᡳᠶᡝᠮᠪᡳ,,融,to melt
2442,venevem,vɯnɯvɯm,weniyebumbi,ᠸᡝᠨᡳᠶᡝᠪᡠᠮᠪᡳ,,使融化,causative form of venem (= weniyembi)
2443,venjem,vɯnɖʐɯm,wenjembi,ᠸᡝᠨᠵᡝᠮᠪᡳ,,(内部) 发热,"to have a high temperature, to have a fever"
2444,venjevem,vɯnɖʐɯvɯm,wenjebumbi,ᠸᡝᠨᠵᡝᠪᡠᠮᠪᡳ,,"使热, 加温","(causative form of venjevem (= wenjebumbi)) to warm up, to heat"
2445,venjeVun,vɯnɖʐɯɣun,wenjehun,ᠸᡝᠨᠵᡝᡥᡠᠨ,,热闹,bustling with noise and excitement
2446,vera,vɯra,ura,ᡠᡵᠠ,,会阴,pubes; buttocks
2447,vera gyam,vɯra ɡʲam,ura gaimbi,ᡠᡵᠠ ᡤᠠᡳ᠌ᠮᠪᡳ,,性交,to have sexual intercourse
2448,versem,vɯrsɯm,werixembi,ᠸᡝᡵᡳᡧᡝᠮᠪᡳ,,"留心, 察访","to be careful, to pay attention to; to investigate"
2449,vesxun,vɯsxun,wesihun,ᠸᡝᠰᡳᡥᡠᠨ,,"往高处, 高贵, 尊贵","upwards; superior, noble, respected, honorable"
2450,vesyxulm,vɯsʲxuɹm,wesihulembi,ᠸᡝᠰᡳᡥᡠᠯᡝᠮᠪᡳ,,尊敬,to respect
2451,veVE,vɯɣə,wehe,ᠸᡝᡥᡝ,,石,"stone, rock"
